id,dialogue,summary
747," customer: could you tell me if there is an alternative number to call aside from 0906 706 0010 we can’t get thru this number support: We're sorry you've had difficulties getting through to us, Luchi. You'll find all of our contact numbers here:  Alternatively, we'd like to help you if we can. 1/2 support: Please DM any reference you have, your full name, home and email address and the details of your query. ^Steph 2/2 customer: It is an issue where we can't check-in online and not sure what is the reason. Perhaps you can have a look on this record - PE558R customer: Is there a way for you to check this record PE558R as currently we are being blocked to do online check-in we are experiencing this error - 
Access to this booking has now been prohibited due to too many unsuccessful attempts. support: Hi Luchi.  Sorry for the late reply.  It's nothing you're doing wrong.  We've had a few intermittent problems with online check-in, so you'll be best checking in at the airport. ^Neil customer: Hi Neil, Thank you and yes that’s the only solution we can think of right now. We just wish we have someone from BA that we can talk to, at times like this, though we appreciate your effort in giving us your time via Twitter. support: Hi Lucho.  It was my pleasure to be able to help.  If you have any issues like this or regarding a booking.  To save yourself waiting on the telephone, contact us on Twitter as we're here 24/7 and always available to offer assistance. ^Neil customer: Thank you so much..we will in the future","The customer is asking whether there is any way to check the record PE558R as currently they are being blocked to do online check-in, they are experiencing error like ""Access to this booking has now been prohibited due to too many unsuccessful attempts"". The agent asks to DM any reference, customer's full name, home and email address and the details of the query and asks to contact them on Twitter for further assistance."
748," customer: i am currently trying to download a game and it is getting ""installation stopped"" at 87 and 99 precent, i tried everything i could find online, what do i do please help!!!! support: Hi there! Is the game on disc or digital, are you using an external hard drive with the console, and is the console plugged into a power strip? ^JL customer: thank your for getting back to me. it's on disc, it's an internal, yes it is plugged into a power strip support: Alrighty, let's unplug the power strip and plug the console directly into a wall outlet as the power strip can cause the console problems.  ^JL customer: the problem was fixed by your online support team support: Awesome! Let us know if we can assist with anything else. ^JL customer: my installation won't move up unless i'm watching it, what should i do now support: We would leave the console be until that finishes and let us know if it does not finish up by tomorrow.  ^JL customer: uhhhh ok",Customer is complaining that he is trying to download the game but its getting stop on 87 to 99 percent what to do. Agent updated that to leave the console be until that finishes and let us know if it does not finish up by tomorrow.
749," customer: you have been waiting 3+ hours for a maintenance crew from another airport 🙄  customer: Hands down THE worst airline experience I’ve ever had. support: We'd like to check on an update for you. What's the flight number? customer: 4412. It’s been pushed back about 4 times now, so I don’t know how much of an “update” there will be. support: Our latest is showing an estimated departure time of 7p. We also have a great link to keep an eye on it here:  customer: We’re not even boarding yet. Still no crew. Ridiculous. customer: Now 7:35 support: We can send updates to your phone as well, by signing up here: ",The customer is complaining that he has waiting from past 3 hours for a maintaince crew. The agent says that they will send updates to the customer.
750," customer: I can’t get free Netflix due with my Tmobile one because my plan based on last year rate . That’s the tax being with Tmobile. 😓  customer: Thanks for taking care a customer that has been more than 4 year with Tmobile support:  I'm still here to work for you and I will be sure to address all of your concerns. I'll meet you back in DM shortly. *AlexGill customer:  I guess that you cannot do anything since your coworker said that we won’t able to do it customer:   is the only can do customer:  Could you add the Netflix offertory my plan? support:  I was just able to send a DM your way, and I am still here to work for you. I look forward to hearing from you soon. *AlexGill customer:  Can you please ask  to do it because he is the best CEO and cares about customers? customer:  Your reason doesn’t make sense. The offer doesn’t apply because I am saving money in my plan. support:  Making sure you have all the details on this offer is my priority. We'll continue our chat in DM together. *AlexGill customer:  Thanks. I will emailed  . Have a good night support:  If you have further questions, please know that I am here for you in DM. You can reach out anytime. *AlexGill",The customer is complaining that they can't get netflix due for me. The agent asked to continue conversation via dm.
751," customer: not sure if iOS bug or specifically relating to the X but when I’m listening to music on Spotify and accept a call. The only way to get the musi to resume is to completely force close the app and reopen it support: Hey, help's here! Can you let us know the iOS and Spotify versions you're using? We'll see what we can suggest /GK customer: iOS 11.2, Spotify version 8.4.25.906 support: Thanks for the info. Does restarting your iPhone make any difference? Keep us posted /XF customer: No, I have to close the app each time I finish talking on a call in order for Spotify to give me the option to play/pause the music again. Otherwise it says it’s playing and the time goes on with no music playing and won’t let me pause it support: Best thing to try here is a reinstall. Just follow the steps at  Let us know how it goes /MU customer: This doesn’t do anything. Just tried to replicate the fault on my girlfriends iPhone 5s and it works as it should. Has anyone at Spotify tried this on an 

iPhone X? Play music&gt;accept a call&gt;end call&gt;music should resume playing and allow you to pause it support: Can you DM us your account's username or email address? We'll check things backstage /MU ",The customer is complaining that his music player not functioning properly and they won't let them to pause it. The agent asked to dm their user name or email address.
752," customer:  have computer problme support: Hi there, I'd be happy to help! What seems to be the issue? Could you elaborate more? Let me know :) 1/2 support: To better assist you, please click to send us a Private Message and I'll look into this. Thanks! ^Asmita 2/2  customer: is this a virus? support: Hi there, thanks for getting back to us. Could you elaborate the issue in a Private Message? Any error? Let me know :) ^Asmita  customer: definitly an error. can u DM me? i really cant afford another virus my mom will kill me support: Please click on this link to send us a Direct Message. Thanks! ^Asmita  customer: this is sketching me out man. this isnt a virus rite?",Customer is asking help to hp support for having computer problems. Agent asking about issue and telling him to send a private message for better aasistance.
753," customer: hi, placed order promised delivery today, told order 'stuck in fulfilment centre' can you just get it 'un-stuck' this isn't my fault. I'm sure you're sending other orders fine. support: we'd like to take a further look into this with you! Please reach out to us by phone or chat so we can better assist:  ^KJ customer: I'm on chat, just providing the same robotic response. A company of your size should be able to send an item. No goodwill gestures offered either. customer: Also, your supervisor was very rude, and didn't answer any of my questions. customer: How hard can it be to set an order as priority to reduce this weekend waiting for a delivery that may not even happen? support: I am very sorry to hear that Dan, what did they advise you? Which steps have been taken in relation to your parcel? ^MA customer: Well.. nothing. No one is really going out of their way to help, it's just saying it'll probably be with you in 48hrs. Why do I even have prime? Company of this size hasn't helped which is disappointing. If it's in stock, which it is, it should be simple enough to send. customer: Chat for an hour in fact, I am losing the will to live.",The customer had placed an item and it about it deliver but unfortunately it stuck in fulfilment centre. The agent was asking the customer on which steps under does he gone through respective to his parcel.
754," customer: currently unable to checkout groceries :(

Tried on Firefox &amp; Chrome, same problem support: Hi Ian, I'm afraid I'm not able to view the link. Can you advise what error messages you see when attempting to check out? Thanks - Emma customer: Here you go...  customer: I'm still getting the same non-error when trying to pay for delivery and food. support: Hi Ian, I can see you've advised you have tried Chrome and Firefox, have you tired on Internet Explorer? Ty - James customer: internet explorer!? You got to be kidding?
Can't believe what I'm reading 😲
I'm running Ubuntu Linux not Windows support: I am sorry. Please DM your name and address so I can log this for you? Our IT team can then investigate further. Charlotte  customer: I almost switched to Sainsburys after the comment about internet explorer :(
Luckily I tried one more time and it finally worked in Firefox support: Hi Ian, I'm glad you've managed to place your order, I'm sorry for the trouble that you've had when placing your order. For our IT team to investigate further can you please DM your full name and full address? TY - Kelly.",Customer is unable to checkout groceries. Agent request to DM full name and full address for their IT team to investigate further.
755," customer: how do i go about purchasing cargo on the same flight coming back from bintulu support: Kindly accept our sincere apologies for the delay in replying to your tweet. We believe you're looking for check in baggage. support: You can make the following booking changes on ""Manage my Booking""
Log In to Account &gt; Manage My Booking &gt;&gt;&gt; support: Modify &gt; select seat &gt;Add-Ons &gt; baggage &gt;  or let us know your booking number, desired add ons, passenger's name &gt;&gt;&gt; support: and date of birth, which sector via DM and you will be assisted accordingly. Thanks-Sha customer: Bintulu to singapore support: Hi Eddy, may we have the booking number and your preferred KG? -Floi customer: I have not made any booking yet but wat is the cost per kg or how does it go about? support: Hi , The rates for our baggage allowance can be located here :  . Thanks - Nod",Customer is inquiring about the cost for purchasing the cargo allowance. Agents suggests to go through an URL he shared to check the rate.
756," customer: any stats on how many people have required stitches after having to resort to using a knife to remove the tab from your 4 pint milk cartons?  support: Hi there, I don't think we have those stats at the moment. Sorry Chris. Could you send me a pic of the barcode please? Robbie customer: I see my attempt at humour has failed! It is virtually impossible to remove the tab from your 4 pint containers of milk without resorting to using a sharp implement. A frail elderly person would have great difficulty. Shame on  support: I do apologise Chris. Can you send us the photo of the barcode? Thanks, Gabby customer:   support: Thank you Chris, I tried to give some humour back but it didn't work. Sorry. Which store do you usually shop in? Robbie customer: 😀😀 Rustington is our usual store support: Thanks, if you DM us your Nectar card number using the link, we'll get this logged and pop on some points so you're not out of pocket. Faiza ",Customer is saying that is it difficult o remove the tab from 4 pint containers of milk without using a sharp implement. Agent asked the customer to share the photo of barcode and DM the Nectar card number using the link.
757," customer: what's going on with the Xbox one x pre orders,had no confirmation about my dispatch support: Hi there, this item will be dispatched and delivered on release tomorrow. This will be delivered tracked by UK Mail. - David customer: When will I get confirmation of dispatch? support: You should get an automatic notification once it has been dispatched. - David customer: Sorry any idea when? support: I do not have an exact time I'm afraid.  The item should be delivered on release tomorrow. - David customer: Thanks customer: Ppl have been told they might not get them 2moz,Is this true? support: Please dm us your order details  - Sheree",Customer is asking help that with Xbox one x pre orders had no confirmation about the dispatch. Agent updated to DM them the order details.
758," customer: are  always delayed  support: Hi Emma, which service are you booked to travel on please? ^HP customer: 18:20 Warrington Bank Quay to London Euston. support: 1/2 Apologies for the delay, Emma, this is due to a safety inspection of the track which has caused services to be delayed support: 2/2 Please make a claim for compensation via our online form here:  ^HP customer: Frustrating when the 18:39 train to London Euston comes in before the 18:22 though support: The 18:39 service takes a different route so the track issue hadn't affected this service in the same way ^HP customer: Please can you reply to my direct message i need your help thanks support: Hi Emma, a member of the team will get back to you asap ^HP",Customer complaints on dealy of train b/w  warring ton to london . Gent is suggesting customer check  with help of url link for the compensation.
759," customer: 
It is the worst online deal ever support: It's too bad you feel that way. Did anything specific happen? Maybe we can help change your opinion still! :) ^D customer: You also can see 
there is no apologies in their msg for not entertainment of service  support: If it could not be delivered the seller can usually help. See  to ask them for an update on it! ^D customer: Just asking a question to u 
Would u like to purchase ever again if someone gives u this type of service ?
It's been 25 day and no refund support: We can't assist directly with transactions on eBay India, but please see  to get a status update! ^D customer: Look they are supposed to answer in 1 min  support: We know waiting can be frustrating, we’d love to help! If you need help from our India site, try  for help! ^LL",Customer complains about eBay services. Agent updated the customer to check the URL for further assistance.
760," customer: live tv keeps freezing. My internet connection is fine, and I have zero problems streaming shows. How can I fix this? support: Sorry to hear of the buffering trouble. What device are you using? Notice a change after trying:  customer: Watching on my laptop (Mac). Also, it cuts to commercial in the middle of a scene?? First day using live tv, hope this isn’t the norm? support: Got it. It really shouldn't! Does this happen with a different browser? Let's try these steps:  ✅ customer: Tried all that, did not help. After reading stuff online it appears buffering is a known issue with your live service. support: As long as our min. speeds are met ( there shouldn't be buffering. Reach out:  customer: Speed is 4x your requirements. Again, streaming regular Hulu is fine, it’s only the live TV that is a hot mess. Will just cancel after trial support: We definitely recommend reaching out to our team so we can take a closer look. What you're reporting should not be the case.",Customer is complaining that his internet connection is fine and they have zero problems streaming shows. Agent suggest that they will definitely recommend reaching out to their team so they can take a closer look.
761," customer: Why is my brand new 13 inch MBP draining 50% battery overnight while its supposed to be sleeping? Never had this problem with a Mac. Just got it a few days ago. Is this a High Sierra issue??? support: We know how important battery life is so we'll do all we can to get to the bottom of what's going on there. Which version of High Sierra are you currently running? Also, are you using the original charging cables that came with your MacBook Pro? customer: 10.13.1 , and yeah I'm using original cable. Dropped 20% in battery last night again without doing anything. support: Thanks for verifying. Was your MacBook very recently updated? Is it set to back up automatically using Time Machine? We'd like to share this guide that has information about Power Nap, a feature that can update data while your Mac sleeps:  customer: I don't do Time Machine, didn't enable updates(no power nap) and I got the machine 5 days ago so would hope all the updates aren't still draining it support: To confirm, it sounds like your MacBook was set up as new, and no data was restored from a backup, correct? Do you recall having enabled FileVault during the initial setup? Have you had a chance to restart your Mac since noticing this behavior while sleeping? customer: Set up as new, enabled Filevault at Setup, I've restarted since setting up. I left it at 100% at 8 AM, this morning, came back to it at 11PM at 46%. support: Thanks for the detailed information. We're committed to helping sort this out, so please send us a DM to continue from here. ",Customer is complaining about drained battery when his MacBook pro was on sleep. Agent is requesting for the detailed information for resolving the issue.
762," customer: My Norton VPN will not connect. Also when I click on a send button on Twitter the send button changes to black and flashes on and off as if somebody is blocking it. support: Sorry for the trouble. May I know what exactly happens when you try to connect your Norton WiFi Privacy? -Prasanna customer: It states Connecting but will not connect support: Sorry you are having trouble with your Norton VPN app. Have you tried restarting your computer? Could you try a different location and check? -Harini customer: I have tried different locations and restarted my computer. Norton VPN will not connect support: Sorry again. Please send us a DM, we would like to gather more info regarding this issue. -Harini  customer: Still not working customer: What is a DM? support: DM is the direct messaging feature in Twitter. Please click on this link here to send us a message. -Harini ",Customer is having an issue with Norton VPN app. Agent informed to check with different location and asked to DM for further assist.
763," customer: Lyft home and the driver hit the car in front of him. Playing with his phone and not paying attention to the car in front of him.   Strained the muscles in my lower back and rug burn on my right leg.  12 days before England support: This is terrible news. We hope everyone is OK. We are here to support you. Please click the ""Call Me"" button and enter your number at  so we can further assist you. customer: Oh I’ve been helped by Lyft :) it’s still heavy on my mind since the driver actually told me to leave and not report it and to give him a good rating. support: We're glad to hear this has been addressed. Please let us know if you have any other questions. customer: I do have a question.  I went to urgent care and have a copy of the police report.  Who do I send the medical records to? support: This is something we will need to partner with our Support Team to take a closer look into. Please reach out to our Support Team at  for further assistance. Once you do this please let us know so we can escalate it for you. customer: Done :) support: Could you send us a DM with the email address you used?  customer: Sent",Customer is having an issue to send a medical records. Agent updated that there support team will look into this issue and asked the customer to DM with email address.
764," customer: I am delayed at Preston but I need to catch my conection at Crewe. Help me ASAP support: Hi there, if you do miss your connection, speak to station staff and they should validate your ticket for the next service. customer: Can you tell me what the delay is? support: Which service are you travelling on please? customer: 14.58 from haymarket to Berkhamsted. Stuck in Preston. support: I'm afraid this service is being held due to a person being hit by a train at Harrow &amp; Wealdstone. customer: What happens when i get to Crewe cos obviously all the trains are messed up now, what happens now with my paid seat ? support: This should then be moved onto the next available service. You can claim for the delay by visiting the train operators website.",Customer is asking for the help that he is delayed at Preston but he need to catch his connection at crewe. Agent updated that to claim for the delay by visiting the train operators website.
765," customer: what's the deal with the weak random in playlists? Keeps playing the same band consecutively - this has been happening forever now! support: Hey! We’ve made some improvements to our shuffle algorithm. We’d love to hear your feedback here:  /RI customer: It's a little out dated support: To clarify, does this happen when you're using Shuffle with Connect? /YM customer: I try to shuffle in playlist and it really doesn't play randomly, plays the same artist almost continuously. Don't know what connect is support: We'll take note of that. Can you let us know if you listen on your speakers or TV, using the Spotify app as a remote? /YM customer: From my phone via Bluetooth connection. support: Thanks for clarifying and for taking the time to reach out – your feedback's been noted 📝 /YM",Customer is asking that the deal with the weak random in playlists. Agent updated that they will take a time to reach out with the solutions.
766," customer: Hello, i have a problem since halo 3 goes retrocompatible i’m not able to install the game and i have it support: Hi there, do you own the game on disc or digitally? What happens when you  1 ^ZM support: try to install it, any specific error messages? Please try these steps:  .  2 ^ZM customer: It, dosen’t do anything i just press install and nothing happend customer: Digitally support: Try powering your console off, unplugging from the wall for five minutes, and trying again. ^CO customer: I already do that as i said since the game was lunch at xbox one i tried and nothing happends support: What you will want to do at this point is reach out to our phone  1 ^XS support: team here:  they may have some additional options for you to get this resolved.  2 ^XS","The customer says that he have a problem since halo 3 goes retrocompatible, he's not able to install the game and he have it. The agent asks whether the customer owns the game on disc or digitally and suggests to install it, and asks whether he is getting any error messages and shares a link which have the additional options for him to get the issue resolved."
767," customer: What happened to 5GB at 500frs? support:  Y'ello Lester, 
It was a promotion 
The promotion has ended customer:  What was being promoted? support:  Daily data bundle of 5Giga at 500f customer:  I dont think that's a promotion. What's your definition of promotion? customer:  If 5GB was the promot• den 4rm dis definition it means were simply sell* the service @ a time frame. If u wer promotin itll still b availabl  customer:  Please we want it back! ""Promote"" again!! support:  Well received. Thank for your interest and suggestion 🙂 customer:  Straight up","The customer enquires about the 5GB at 500frs offer and asks to ""Promote"" again. The agent informs that was a promotion and the promotion has ended."
768," customer: Because of your crap system &amp; equipment, I only get the first 13 channels. It explains why my renters mess with the wiring to be able to watch something. I wonder if I can cancel your bulk contract for non-performance? support: Our apologies for any frustrations or inconvenience Alan. Is there anything we may be able to assist with? ^AP . customer: Find me a technical support person who understands Bulk agreements with Multi-Dwelling Units. So far front line CS and the supervisor have no idea what I am talking about. support: Is this a business class account? ^AP . customer: Yes. Krishna K. got it fixed. But not without some struggles. As a weekly rental property, this can't be an ongoing problem and there has to be an easy way for them to solve it. support: I'm glad to hear Krishna was able to get the matter taken care of you. Was she a business class representative? ^AP . customer: No idea. She did not appear to understand the bulk agreement, but was eventually able to locate the account and communicate with my DTA. customer: She wasn't able to give me detailed information on what she did. Just said it wouldn't happen again.  I have to say I am skeptical based on history. This is a rental unit &amp; guests won't troubleshoot, they'll just bypass the DTA. Not a good thing. support: I understand. I'm hopeful you wouldn't experience issues again. However, if you do, I would certainly recommend speaking with our business class department as I'm sure they will have a quick &amp; full access to your account. Do you have contact information...  customer: Is it available 24/7? Would a guest be able to call? What info would they have to give? support: That would depend on their reason for calling. If they're having service related issues they may not need to provide much account details. However, this would be at the discretion of the representative they speak with. The contact telephone number is 866.243.9787. ^AP . customer: Is it 24/7? You do understand that discretion of the representative is not what a renter who has paid good money to enjoy vacation wants to hear. Easy to do business with, is best. support: I apologize for the inconvenience. If there is anything I can do to assist you in the future please feel free to reach out to us ^AS",Customer is complaining about the poor system and equipment where they are getting only 13 channels. Agent recommend to speak with business class department and also request to reach out to them on anytime for further assistance.
769," customer: my wifi is down and the troubleshooter is broken support: Sorry to hear about the trouble. Do you get a red internet light after rebooting the router and have you had a chance to check if other Fios services are impacted? ^JRA customer: yes the light is red. tv and phone are both working fine support: Thank you. It may be maintenance being performed. Do you know where the BBU is located for a reboot so the data port can be initialized? It can look like 1 of the 2 units.
^JRA  customer: yes, i have the second model from the left. support: Hold down the Alarm Silence button for 15 seconds. 
^TXA customer: okay support: Thank you if still down, You can sign in with your credentials to check for outages at   ^JRA customer: i think my ONT might be broken, ive had to do this several times and it all leads back to the unit. also, theres a green telecommunication box on our street that has all of the coax and fiber optic wires exposed... yikes! support: Please click on the following link to enter a secure chat with an agent. 
^TXA customer: ok! quick question, what do the letters at the bottom of your tweets mean? support: It is our digital signature.  ^JRA customer: thanks jra!",Customer complains about wifi network system. Agent suggests customer to chat with the Agent with provided link.
770," customer: updated to latest iOS. When charging without adapter, the phone freezes??     support: Let’s investigate this together. Check Settings &gt; General &gt; About and DM us your exact version to begin.  customer: I thought you’d understand “latest”  support: iOS Thanks for showing us. Do you have the iOS 11.1 update available at Settings &gt; General &gt; Software Update? customer: Just upgraded...  customer: The issue still persists.    support: We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started.  customer: I have given you all the details, there is nothing more that you need from me.
These are the steps you should have been already done:: (1/n) customer: 1/Understand that when directly charging using the cable, without the adapter, the phone freezes.
(2/n) customer: 2/Replicate the issue on your test devices.(I am using 64GB iPhone SE)
3/Release an update.
Simple! (3/3)
No need for me to reach out to you",Here customer is complaining about the apple phone get freezes if he uses the  the cable without adaptor. Here note down the issue and ask the customer to follow the steps  and takes the details and tells the customer to message him to get better assistance over it.
771," support: Is everything OK with your service?  ^CAR customer: I just want to cancel it.. no one is answering! support: Why do you want to cancel?  ^CAR customer: Because I moved to a place with no Verizon coverage.. support: Ah, to cancel services, you would need to call in to 1-800-837-4966. ^BCW customer: They just said they can't help me and should call tomorrow? Its been two days now I'm trying to cancel this service this is not acceptable support: That is correct.  We are unable to cancel service from the platform.  You have to call.  ^CAR customer: Well I yesterday I have been calling and no one is answering,, anyway I will try again tomorrow and we'll see..thanks support: The best time to call would be on Monday from 8A - 9P. ^CAR",The customer is complaining that he was about the services but no one is reponsing. The agent asked them to call at 1-800-837-4966 for cancellation and asked to call them at mo.
772," customer: mind my isp is experiencing really bad problems it wasn't SE good to know good job  /sarcasm support: Good evening, what issues are you having with your service? ^RMD customer: Fios is out, I checked for usual basic troubleshooting (router lights, battery on white box, resetting everything) but none have worked customer: Checked to see if it was down and apparently not the only one experiencing issues right now. What is going on? support: Were any lights lit on the battery backup unit?
^HSB customer: I just told you I did all the usual troubleshooting and found nothing out of the ordinary support: We asked so that we could understand your issue. Can you tell us about the lights?
^JAY customer: ...

System Status is green. No other lights are on in the box. Router lights are also green, no orange

Please don't treat me like I don't customer: Know what I'm talking about. I wouldn't be coming to you for answers if I didn't find anything out of the ordinary after troubleshooting support: Please follow and DM. ^RMD customer: No thank you. I know my case isn't isolated so anything you have to say to me you can tell me right here. support: That may be true but i cannot have a tech take a look at your account without you being in PM. Please do so to continue. ^RMD customer: I've already had someone over phone take a look and they told me the issues are happening on your side not mine, so once again no thank you support: So you already know this is an issue that we are working on in your area? ^RMD customer: In the time you took responding here, yes. I got my answer faster somewhere else.",Here customer is having some issue where router light are not working properly and he want a solution. Here agent tells to follow steps for better troubleshooting and then tells him to message him and stay connected for the better solution.
773," customer: did not record any of my Thursday shows. Not cool   support: Oh my. We can look into this issue for you. Did you get any error messages?  -Allan customer: No just stopped working. Reboot has it working again, but no idea there was an issue. support: Ok. Do any of them show up in the missed recordings folder?  -Allan customer: I don't see a missed recordings folder. Lost &amp; found says show did not record for unknown reasons support: Ok. Please let us know if this continues. We may need to replace the box if it does.-Allan customer: Will do. First time I’ve had an issue. Thanks. support: You are most welcome. -Allan",Customer is saying that DVR does not record any of the thursday shows. Agent updated that there is a need to change a box due to missed recording folder.
774," customer: did my phone turn to shit after all these recent updates? 🤔 support: We want your iPhone running great, too. What obstacles are you facing that we can help with today? customer: Battery dies fast as hell now. Phone always is freezing up and I end up having to wait like 15 minutes for it to get unfreeze support: Got it. Which iPhone and iOS version are you using under Settings &gt; General &gt; About? customer: 7 Plus and 11.0.3 support: Install our newest iOS 11.1 update to help:  Let us know if this helps improve these issues. customer: So far so bad customer: Why do you guys do this",Customer is complaining about the iPhone  that battery dies fast and phone always is freezing up and end up having to wait like 15 minutes for it to get unfreeze. Agent says to install newest IOS 11.1 updates to help :URL let knows if this helps improves these issues.
775," customer: have become too big and now too sleazy! Buyer beware if you purchase on eBay these days, sleazy sellers, no response from seller or eBay forget eBay use Amazon or Lazado eBay cannot be trusted!!!# shopelsewhere support: Not what we like to hear as we'd hate losing you! Most of our sellers have high standards of selling and we offer protection if having issues with a transaction. Check  for details.If you have a situation you need help with, DM us with details^AH customer: You guys are not interested I have left multiple msgs no response response seems you only care about money and not buyers support: We’re definitely interested but I don’t see where you’ve DM’d us. I’m not sure where you’re sending messages currently but if you DM us detailed info, we’ll help in any way possible. ^V customer: Despite me telling you I paid for item and seller told me now cannot send for 2 or 3 months and did not respond to 8 emails I sent them, your sick response was if you do not hear back in 30 days let us know  support: You have 30-days from the latest estimated delivery date to file a claim. If there is no est. delivery dates for some reason, then you have to give the seller 30-days from payment before you can open a claim:  ^V customer:  do not use eBay as they no longer provide support and now using sleazy sellers who take your money and don’t deliver items customer: uroller1950 is my account check out my bicycle purchase, but I doubt you care enough to check it out customer: I would suggest that if seller ignores my 8 plus emails he has no interest in sending bike or returning money support: As I mentioned previously, the seller has until the latest est. delivery date to get you the item. If you don’t receive it, you have 30-days to open a claim for a refund. ^V support: I’d be happy to look into this if you DM the following registered info along with the item number: full name, email address, and zip/post code. We can’t share account specifics publically on a third party site like this (privacy and safety concerns). ^V support: We recommend sellers reply to messages they receive but it isn’t required. Again, if they don’t get you the item by the latest estimated delivery date, you can pursue a refund from them. ^V customer: That’s your response, go back to the bank and count your money, I’m sure it’s safe, unlike your consumers! support: Your money is safe and we have you fully covered by eBay Money Back Guarantee. Typically, we give the seller until the estimated delivery date to see if it arrives. As ^V mentioned, our team here on Twitter is happy to take a look via DM, if you'd like. ^S",The customer says he paid for an item and seller told him that they cannot send for 2 to 3 months. The agent replies that the customer have 30 days from the estimated delivery date to file a claim.
776," customer: any update on restoring cable/internet to Warren RI? 02885 support: 1) from what I understand there is a commercial power outage affecting service. Once power is restored service should be too. support: 2) I understand may residential power customers are also affected. This may seem an odd question. Do you have power? -Colleen customer: We do have power! We had cable and internet until like 1pm this afternoon too.. Which is why I'm puzzled support: 1) Our power supplies will maintain service for short power interruptions, so perhaps that's why. I have someone double checking customer: Thanks! I appreciate it :) support: 2)the situation. In the meantime you can check for outage info and updates by signing in to the Cox Connect app or your account support: 3) at  via mobile. Alerts are only displayed for active service interruptions. -Colleen customer: Yeah it just says there is an outage.. No eta as to when it will be fixed... customer: But thank you! I know you are all probably overwhelmed support: As far as I can tell we are waiting on restoration of commercial power, but if I find out otherwise I'll let you know.  -Colleen",The customer asks whether any update on restoring cable/internet to Warren RI. The agent replies they are waiting on restoration of commercial power and they will inform if they find any other.
777," customer: I would like to follow up the complaint I submitted with reference number 00547801. Thank you support: Hi Mini, please accept our sincerest apologize for the inconvenience caused. We have make sure the meals &gt;&gt; support: &gt;&gt; had already reserved earlier but ended up with nothing. We will forwarded your case to our relevant team to&gt;&gt; support: &gt;&gt;  follow up and check what was going on. Your patience is highly appreciated and sorry once again. -Jimy customer: Thank you customer: The complaint also included the preferred seat that was already paid for but was given another seat number upon check-in. support:  Yes, we will be investigating on that too, Mini.  You'll be responded accordingly via Email once done. Thank you. -Miza customer: Thank you, Miza.",Customer is enquiring about follow up of the complaint that he raised. Agent informed that they will forward the case to relevant team.
778, customer: is there a way to send funds to different user on my ps4 customer: A user that us on the same ps4 customer: Is* support: Hi there! Once funds are added to an account they can be transferred between accounts. customer: How do I do that support:  Sorry for the misunderstanding. Once the funds are in your account they cannot be transferred to other account. customer: Oh okay thank you support: Anytime!,Customer enquires how to send the funds to different user on ps4. Agent replied that once the funds are transferred to their account they cannot transferred to other account.
779," customer: hi, I’m having troubles transferring music to my phone all of a sudden support: Thanks for reaching out. We'd be happy to help. Could you tell us more about what's happening when you transfer music? customer: It shows this and doesn’t copy  support: Thanks for the photo. Does an error ever come up, or does it just get stuck on that step? customer: It says the previous picture and goes back the apple logo  support: Okay. Let's make sure that iTunes is running the latest version so we can rule that out as a cause.  customer: I updated on the latest update I got support: Perfect. It's a little difficult to tell from the screenshots; can you let us know if you're using a Mac or a PC with iTunes?  customer: Pc with iTunes support: Thanks! Let's continue our conversation in DM. ",Customer complains that they are unable to transfer the music to the phone. Agent asks to DM for further conversation.
780," customer: Amazon customer service is the worst. They always give wrong information to customers. Wanted to buy iphone 8 plus , but they could not clarify my query. support: Apologies for the trouble with your query. Could you kindly elaborate on the issue for us to assist you better? ^PB customer: Is the 8000 cashback offer on iphone 8 still available... support: All the applicable promotions and offers will be mentioned on the product details page. Please check for the same. ^AP customer: Checj yourself..it is mentioned in the page...but according to  terms &amp; conditions, it is already expired support: Are you referring to Apple iPhone 8 Plus with Jio Buyback Offer? ^YP customer: Yes...is there 8000 cashback offer available? support: Yes it is. Please follow the link here:  and keep us posted for any concerns. ^YP","Customer did not get the cashback offer on iPhone 8. So, the customer is complaining about the service provided by the amazon. Agents states that the applicable promotions and offers are mentioned on the product details page and requests to follow the link he shared."
781," customer:  I own the latest version of iphone 6s ios11.0.3! My problem is that I can no longer delete my notifications on the customer:  homepage all at once! Can you fix that ?! support: Let's take a look at this together. When you're viewing your Notifications, do you see the ""x"" at the top? customer: Hello, thank you for your prompt response. It is not displayed. I am obliged to delete them one at a time. support: OK, thank you. Has your iPhone been restarted since you noticed this issue with Notifications? customer: Yes. I liked the system before that now. customer: yes customer: I just updated my iphone. But still does not work. customer: I can stay long press the notification to delete. It works so I can sweep left
 it works but delete from my page does not work... support: We'd like to take a closer look with you. DM us about this issue and we'll continue together there.  customer: ok customer: please help me. Thanks",Customer not able to delete the notifications on AppleSupport homepage all at once. Agent updated the customer to DM them about the issue and they will work on it.
